SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe
AAKASH,20260109,8.68,9.24,8.21,8.48,3514072.18,AAKASH EXPLORATION SER L,Diversified,Cash Only,20260109,8.643333333333334,8.725000000000001,8.561666666666667,8.725000000000001,8.561666666666667,0.163333333333334,1.9261006289308251,Wide,Bearish,Below CPR,False,False,0.8666666666666667,15,3507547.26,False,False,Overlapping,True,Risk Off,False,None,0.9214285714285714,,,0.17726098191214543,1.0018602514852502,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AAREYDRUGS,20260109,66.3,71.0,65.51,69.37,112982933.94,AAREY DRUGS & PHARM LTD,Healthcare & Pharma,Cash Only,20260109,68.62666666666667,68.255,68.99833333333333,68.99833333333333,68.255,0.7433333333333394,1.0715487002066302,Wide,Bullish,Above CPR,False,False,0.5,4,120866548.095,False,False,Higher,False,Risk Off,False,None,,,,,0.9347742259603248,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARON,20260109,178.0,179.7,163.98,164.7,10616305.67,AARON INDUSTRIES LIMITED,Diversified,Cash Only,20260109,169.45999999999998,171.83999999999997,167.07999999999998,171.83999999999997,167.07999999999998,4.759999999999991,2.890103217972065,Wide,Bearish,Below CPR,False,False,1.0,20,14208233.100000001,False,False,Lower,True,Risk Off,False,None,16.023571428571426,,,0.2970623634823692,0.7471939399699178,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARTECH,20260109,48.2,58.0,48.15,52.99,32772868.52,AARTECH SOLONICS LIMITED,Information Technology,Cash Only,20260109,53.046666666666674,53.075,53.018333333333345,53.075,53.018333333333345,0.05666666666665776,0.1069384160533266,Narrow,Bearish,Below CPR,False,True,0.05,20,11045526.495000001,True,True,Higher,True,Risk Off,True,None,5.460000000000002,,,0.010378510378508744,2.9670716497611367,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARTIDRUGS,20260109,411.5,412.0,382.6,384.75,178703149.1,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20260109,393.1166666666666,397.3,388.9333333333332,397.3,388.9333333333332,8.366666666666788,2.1745722330517965,Wide,Bearish,Below CPR,False,False,0.85,20,383165589.67499995,False,False,Lower,True,Risk Off,False,None,31.267857142857146,,,0.26758043023034844,0.46638621503453775,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARTIIND,20260109,376.0,379.7,360.65,361.65,682423774.4,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20260109,367.3333333333333,370.17499999999995,364.4916666666667,370.17499999999995,364.4916666666667,5.68333333333328,1.571500990829056,Wide,Bearish,Below CPR,False,False,0.95,20,850462673.4,False,False,Lower,True,Risk Off,False,None,18.68928571428572,,,0.30409580228039707,0.8024147275879727,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARTIPHARM,20260109,742.1,775.0,723.15,761.75,1389443205.45,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20260109,753.3000000000001,749.075,757.5250000000001,757.5250000000001,749.075,8.450000000000045,1.109287824089274,Wide,Bullish,Above CPR,False,False,0.55,20,601252537.25,False,False,Higher,True,Risk Off,False,None,53.3857142857143,,,0.1582820444206591,2.3109144982655954,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARTISURF,20260109,387.0,394.3,362.15,364.4,15506854.25,AARTI SURFACTANTS LIMITED,Diversified,Cash Only,20260109,373.6166666666666,378.225,369.0083333333332,378.225,369.0083333333332,9.21666666666681,2.5292718624222865,Wide,Bearish,Below CPR,False,False,0.8888888888888888,18,12176033.575,False,False,Lower,True,Risk Off,False,None,29.617857142857144,,,0.31118614092206764,1.273555477198986,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AARVI,20260109,129.25,140.0,124.6,133.47,37916457.11,AARVI ENCON LIMITED,Diversified,Cash Only,20260109,132.69000000000003,132.3,133.08000000000004,133.08000000000004,132.3,0.7800000000000296,0.5844009889863112,Moderate,Bullish,Above CPR,False,False,0.5,20,10808419.434999999,False,False,Higher,True,Risk Off,False,None,12.52142857142857,,,0.06229321163719575,3.5080482708894802,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AAVAS,20260109,1443.9,1479.6,1423.5,1449.4,794904057.0,AAVAS FINANCIERS LIMITED,Financial Services,Cash Only,20260109,1450.8333333333333,1451.55,1450.1166666666666,1451.55,1450.1166666666666,1.433333333333394,0.09889149533140569,Narrow,Bearish,Below CPR,False,True,0.05,20,1301770007.9499998,True,True,Inside,True,Risk Off,True,None,103.91428571428573,,,0.013793419484924054,0.610633254834161,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABB,20260109,5230.0,5368.0,4983.5,5093.0,6986274860.5,ABB INDIA LIMITED,Capital Goods,Cash Only,20260109,5148.166666666667,5175.75,5120.583333333334,5175.75,5120.583333333334,55.16666666666606,1.0831860723869244,Wide,Bearish,Below CPR,False,False,0.85,20,5291168308.25,False,False,Overlapping,True,Risk Off,False,None,212.17857142857142,,,0.26000112214553944,1.320365267838293,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABBOTINDIA,20260109,28250.0,28600.0,27785.0,28095.0,901216535.0,ABBOTT INDIA LIMITED,Healthcare,Cash Only,20260109,28160.0,28192.5,28127.5,28192.5,28127.5,65.0,0.23135789286349884,Narrow,Bearish,Below CPR,False,True,0.2,20,1019087860.0,True,True,Lower,True,Risk Off,True,None,1087.857142857143,,,0.05975049244911359,0.8843364447497196,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABCAPITAL,20260109,362.05,369.3,351.45,353.85,5658559294.8,ADITYA BIRLA CAPITAL LTD.,Financial Services,Cash Only,20260109,358.2,360.375,356.025,360.375,356.025,4.350000000000023,1.2293344637558352,Wide,Bearish,Below CPR,False,False,0.8,20,6350679138.35,False,False,Overlapping,True,Risk Off,False,None,18.671428571428574,,,0.2329762815608275,0.8910164049431376,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABCOTS,20260109,411.4,415.0,405.85,409.35,37435440.050000004,A B COTSPIN INDIA LIMITED,Diversified,Cash Only,20260109,410.06666666666666,410.425,409.7083333333333,410.425,409.7083333333333,0.716666666666697,0.17507430479215755,Narrow,Bearish,Below CPR,False,True,0.25,16,42558432.575,False,False,Lower,True,Risk Off,True,None,34.95714285714285,,,0.020501294101621905,0.8796245017724317,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABDL,20260109,580.0,590.8,497.55,501.75,2298945874.45,ALLIED BLEND N DISTILS L,Fast Moving Consumer Goods,Cash Only,20260109,530.0333333333333,544.175,515.8916666666667,544.175,515.8916666666667,28.283333333333303,5.636937385816303,Wide,Bearish,Below CPR,False,False,1.0,20,1407406566.1,False,False,Lower,True,Risk Off,False,None,49.28214285714281,,,0.5739063217141338,1.6334625188089777,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABFRL,20260109,77.9,78.59,74.01,74.54,962290311.48,ADITYA BIRLA FASHION & RT,Consumer Services,Cash Only,20260109,75.71333333333335,76.30000000000001,75.1266666666667,76.30000000000001,75.1266666666667,1.1733333333333178,1.5740989178069729,Wide,Bearish,Below CPR,False,False,0.75,20,1459959103.135,False,False,Lower,True,Risk Off,False,None,4.632857142857142,,,0.2532634392023813,0.6591214160818987,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABINFRA,20260109,18.41,19.8,18.4,18.85,47271522.3,A B INFRABUILD LIMITED,Real Estate & Infra,Cash Only,20260109,19.01666666666667,19.1,18.933333333333337,19.1,18.933333333333337,0.1666666666666643,0.8841732979663888,Wide,Bearish,Below CPR,False,False,0.3888888888888889,18,49666737.53,True,False,Higher,True,Risk Off,False,None,15.344285714285716,,,0.010861806783974024,0.9517742588074517,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABLBL,20260109,125.1,125.16,115.2,117.49,425437576.08,ADITYA BIRLA LIFES BRAN L,Consumer Services,Cash Only,20260109,119.28333333333335,120.18,118.38666666666668,120.18,118.38666666666668,1.7933333333333223,1.5263710386699485,Wide,Bearish,Below CPR,False,False,0.75,20,856764975.86,False,False,Lower,True,Risk Off,False,None,9.594999999999999,,,0.1869029008163963,0.49656275415898743,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABMINTLLTD,20260109,40.06,43.98,39.06,39.73,288586.58999999997,ABM INTERNATIONAL LTD,Diversified,Cash Only,20260109,40.923333333333325,41.519999999999996,40.326666666666654,41.519999999999996,40.326666666666654,1.1933333333333422,3.003607685208513,Wide,Bearish,Below CPR,False,False,0.75,8,196688.43,False,False,Lower,False,Risk Off,False,None,,,,,1.4672270758376584,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ABREL,20260109,1665.4,1708.6,1601.9,1621.0,632708950.5,ADITYA BIRLA REAL EST LTD,Realty,Cash Only,20260109,1643.8333333333333,1655.25,1632.4166666666665,1655.25,1632.4166666666665,22.833333333333485,1.4085955171704803,Wide,Bearish,Below CPR,False,False,0.8,20,1270282840.25,False,False,Overlapping,True,Risk Off,False,None,119.0,,,0.19187675070028137,0.49808509605268597,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACC,20260109,1751.9,1778.9,1701.0,1703.2,1345697156.1,ACC LIMITED,Construction Materials,Cash Only,20260109,1727.7,1739.95,1715.45,1739.95,1715.45,24.5,1.4384687646782528,Wide,Bearish,Below CPR,False,False,0.9,20,1567076598.65,False,False,Overlapping,True,Risk Off,False,None,67.97142857142856,,,0.36044556536359823,0.8587309371215719,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACCELYA,20260109,1313.0,1339.0,1301.2,1312.8,62096035.7,ACCELYA SOLN INDIA LTD,Diversified,Cash Only,20260109,1317.6666666666667,1320.1,1315.2333333333336,1320.1,1315.2333333333336,4.866666666666333,0.37070891732680783,Moderate,Bearish,Below CPR,False,False,0.2,20,115602535.9,False,False,Higher,True,Risk Off,True,None,46.7857142857143,,,0.10402035623408953,0.5371511551763459,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACCURACY,20260109,5.83,5.98,5.21,5.51,2410611.07,ACCURACY SHIPPING LIMITED,Diversified,Cash Only,20260109,5.566666666666667,5.595000000000001,5.538333333333334,5.595000000000001,5.538333333333334,0.05666666666666664,1.0284331518451297,Wide,Bearish,Below CPR,False,False,0.5,20,3181099.1799999997,False,False,Lower,True,Risk Off,False,None,0.6250000000000001,,,0.09066666666666662,0.7577918617425817,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACE,20260109,979.0,981.4,910.1,913.2,845378249.75,ACTION CONST EQUIP LTD,Capital Goods,Cash Only,20260109,934.9,945.75,924.05,945.75,924.05,21.700000000000045,2.3762593079281693,Wide,Bearish,Below CPR,False,False,0.85,20,757418964.95,False,False,Lower,True,Risk Off,False,None,54.82142857142858,,,0.3958306188925089,1.1161302909886954,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACEINTEG,20260109,22.53,23.25,19.4,20.09,727563.38,ACE INTEGRATED SOLU. LTD.,Diversified,Cash Only,20260109,20.91333333333333,21.325,20.50166666666666,21.325,20.50166666666666,0.8233333333333377,4.098224655715967,Wide,Bearish,Below CPR,False,False,1.0,20,582404.655,False,False,Lower,True,Risk Off,False,None,2.2457142857142856,,,0.36662425784563385,1.2492403241522854,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACI,20260109,565.0,578.0,509.2,515.9,321137693.85,ARCHEAN CHEMICAL IND LTD,Diversified,Cash Only,20260109,534.3666666666667,543.6,525.1333333333333,543.6,525.1333333333333,18.466666666666697,3.5795050720423918,Wide,Bearish,Below CPR,False,False,0.95,20,347116073.675,False,False,Lower,True,Risk Off,False,None,41.79285714285713,,,0.441861790007407,0.9251593867435733,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACL,20260109,68.4,75.99,65.0,72.3,49444101.21,ANDHRA CEMENTS LIMITED,Diversified,Cash Only,20260109,71.09666666666668,70.495,71.69833333333335,71.69833333333335,70.495,1.2033333333333474,1.6643614568925966,Wide,Bullish,Above CPR,False,False,0.7142857142857143,7,4447717.19,False,False,Higher,False,Risk Off,False,None,,,,,11.116736765810417,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACMESOLAR,20260109,241.95,241.95,220.15,226.4,1088446859.6399999,ACME SOLAR HOLDINGS LTD,Power,Cash Only,20260109,229.5,231.05,227.95,231.05,227.95,3.1000000000000227,1.3692579505300455,Wide,Bearish,Below CPR,False,False,0.45,20,1164087038.46,False,False,Lower,True,Risk Off,False,None,16.802857142857146,,,0.18449243325965103,0.9350218872636307,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ACUTAAS,20260109,1749.6,1807.8,1674.8,1685.2,3073630704.9,ACUTAAS CHEMICALS LIMITED,Healthcare,Cash Only,20260109,1722.6000000000001,1741.3,1703.9000000000003,1741.3,1703.9000000000003,37.399999999999636,2.2193211488250437,Wide,Bearish,Below CPR,False,False,0.8,20,2128870987.95,False,False,Outside,True,Risk Off,False,None,138.3642857142857,,,0.27030096536058795,1.4437843919606224,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADANIENSOL,20260109,1054.7,1057.7,952.0,960.6,4464355247.6,ADANI ENERGY SOLUTION LTD,Power,Cash Only,20260109,990.1,1004.85,975.35,1004.85,975.35,29.5,3.070997293358318,Wide,Bearish,Below CPR,False,False,1.0,20,5509681900.725,False,False,Lower,True,Risk Off,False,None,60.61785714285715,,,0.4866552760266305,0.810274590809417,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADANIENT,20260109,2287.0,2303.9,2145.0,2153.7,9556836625.0,ADANI ENTERPRISES LIMITED,Metals & Mining,Cash Only,20260109,2200.8666666666663,2224.45,2177.283333333333,2224.45,2177.283333333333,47.16666666666697,2.190029561529785,Wide,Bearish,Below CPR,False,False,1.0,20,10697409096.5,False,False,Lower,True,Risk Off,False,None,128.1571428571429,,,0.3680377512726214,0.8933786245612337,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADANIGREEN,20260109,1039.0,1044.7,942.2,946.1,6956631179.6,ADANI GREEN ENERGY LTD,Power,Cash Only,20260109,977.6666666666666,993.45,961.8833333333332,993.45,961.8833333333332,31.566666666666833,3.3365042454990843,Wide,Bearish,Below CPR,False,False,0.9,20,8840021982.675,False,False,Lower,True,Risk Off,False,None,68.05714285714289,,,0.46382591659669964,0.7869472715377702,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADANIPORTS,20260109,1488.0,1496.8,1431.0,1435.9,12974429495.5,ADANI PORT & SEZ LTD,Services,Cash Only,20260109,1454.5666666666668,1463.9,1445.2333333333336,1463.9,1445.2333333333336,18.666666666666515,1.2999976785755634,Wide,Bearish,Below CPR,False,False,0.85,20,12420540611.55,False,False,Lower,True,Risk Off,False,None,57.73571428571428,,,0.32331230153820517,1.0445945874074865,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADANIPOWER,20260109,148.0,149.17,140.54,141.68,8567983898.75,ADANI POWER LTD,Power,Cash Only,20260109,143.79666666666665,144.855,142.73833333333332,144.855,142.73833333333332,2.1166666666666742,1.4939770374553036,Wide,Bearish,Below CPR,False,False,0.65,20,17825244763.954998,False,False,Lower,True,Risk Off,False,None,9.158571428571424,,,0.23111319086986004,0.48066570822497745,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADFFOODS,20260109,206.16,212.0,197.4,198.48,100444318.22,ADF FOODS LIMITED,FMCG & Food Products,Cash Only,20260109,202.62666666666667,204.7,200.55333333333334,204.7,200.55333333333334,4.146666666666647,2.089211339513627,Wide,Bearish,Below CPR,False,False,0.75,20,97732709.6,False,False,Overlapping,True,Risk Off,False,None,14.805000000000003,,,0.2800855566813,1.0277451493066965,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADL,20260109,78.0,80.8,73.0,77.38,596919.29,ARCHIDPLY DECOR LIMITED,Diversified,Cash Only,20260109,77.06,76.9,77.22,77.22,76.9,0.3199999999999932,0.41354355130523807,Moderate,Bullish,Above CPR,False,False,0.2,20,886053.6950000001,False,False,Lower,True,Risk Off,True,None,11.595714285714289,,,0.027596402611801796,0.673682975838163,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADOR,20260109,1031.5,1099.0,1022.0,1057.5,80362323.0,ADOR WELDING LTD,Diversified,Cash Only,20260109,1059.5,1060.5,1058.5,1060.5,1058.5,2.0,0.18912529550827423,Narrow,Bearish,Below CPR,False,True,0.2,20,60265537.900000006,True,False,Higher,True,Risk Off,True,None,76.52142857142859,,,0.026136469709698493,1.3334706002848105,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADROITINFO,20260109,10.13,10.5,9.7,10.0,3788003.73,ADROIT INFOTECH LIMITED,Information Technology,Cash Only,20260109,10.066666666666666,10.1,10.033333333333333,10.1,10.033333333333333,0.06666666666666643,0.6666666666666643,Moderate,Bearish,Below CPR,False,False,0.5,20,2301768.515,False,False,Lower,True,Risk Off,False,None,1.1192857142857142,,,0.05956179536268858,1.6456927381335738,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADSL,20260109,155.46,155.46,134.5,135.5,168986277.68,ALLIED DIGITAL SERV. LTD,Diversified,Cash Only,20260109,141.82000000000002,144.98000000000002,138.66000000000003,144.98000000000002,138.66000000000003,6.319999999999993,4.664206642066416,Wide,Bearish,Below CPR,False,False,1.0,20,128496035.61500001,False,False,Lower,True,Risk Off,False,None,11.78642857142857,,,0.5362099266711103,1.3151088815402594,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADVANCE,20260109,119.45,136.34,113.99,126.89,1351937712.57,ADVANCE AGROLIFE LIMITED,Diversified,Cash Only,20260109,125.74,125.16499999999999,126.315,126.315,125.16499999999999,1.1500000000000057,0.9062967924974432,Wide,Bullish,Above CPR,False,False,0.16666666666666666,12,495618754.2,False,False,Higher,True,Risk Off,True,None,,,,,2.7277775530351387,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADVANIHOTR,20260109,58.8,58.8,55.12,55.52,9964855.49,ADVANI HOT.& RES.(I) LTD,Diversified,Cash Only,20260109,56.48,56.959999999999994,56.0,56.959999999999994,56.0,0.9599999999999937,1.7291066282420635,Wide,Bearish,Below CPR,False,False,0.9,20,10266050.68,False,False,Lower,True,Risk Off,False,None,3.3307142857142864,,,0.2882264636500088,0.9706610458696859,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADVENTHTL,20260109,236.99,247.31,217.0,222.94,185835411.51,ADVENT HOTELS INTERNATI L,Diversified,Cash Only,20260109,229.08333333333334,232.155,226.01166666666668,232.155,226.01166666666668,6.143333333333317,2.7555994138931177,Wide,Bearish,Below CPR,False,False,0.8571428571428571,7,314160076.68,False,False,Lower,False,Risk Off,False,None,,,,,0.5915309592290745,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
ADVENZYMES,20260109,303.45,315.15,297.55,302.7,165261564.35,ADVANCED ENZYME TECH LTD,Diversified,Cash Only,20260109,305.1333333333334,306.35,303.91666666666674,306.35,303.91666666666674,2.4333333333332803,0.8038762250853254,Wide,Bearish,Below CPR,False,False,0.4,20,213304713.7,False,False,Higher,True,Risk Off,False,None,19.36071428571427,,,0.12568406813010866,0.7747675214642947,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AEGISLOG,20260109,720.0,768.45,720.0,742.95,2115714609.4,AEGIS LOGISTICS LIMITED,Oil Gas & Consumable Fuels,Cash Only,20260109,743.8000000000001,744.225,743.3750000000001,744.225,743.3750000000001,0.849999999999909,0.11440877582608641,Narrow,Bearish,Below CPR,False,True,0.1,20,1165277451.1999998,True,True,Higher,True,Risk Off,True,None,44.49285714285715,,,0.019104190078662268,1.8156316396762355,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AEGISVOPAK,20260109,250.0,251.31,225.61,228.97,714472515.61,AEGIS VOPAK TERMINALS LTD,Oil Gas & Consumable Fuels,Cash Only,20260109,235.29666666666665,238.46,232.1333333333333,238.46,232.1333333333333,6.326666666666711,2.7630985136335373,Wide,Bearish,Below CPR,False,False,0.9,20,611087582.145,False,False,Lower,True,Risk Off,False,None,21.207142857142852,,,0.2983271584147321,1.1691818595005727,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AEQUS,20260109,139.0,145.8,136.8,141.08,1484992125.49,AEQUS LIMITED,Diversified,Cash Only,20260109,141.2266666666667,141.3,141.15333333333336,141.3,141.15333333333336,0.14666666666664696,0.10395992817312655,Narrow,Bearish,Below CPR,False,True,0.2,5,3639422907.57,True,False,Higher,False,Risk Off,False,None,,,,,0.40802955941207497,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
AEROENTER,20260109,88.9,90.5,79.0,79.72,164823563.64,AEROFLEX ENTERPRISES LTD,Diversified,Cash Only,20260109,83.07333333333334,84.75,81.39666666666668,84.75,81.39666666666668,3.3533333333333246,4.206389028265586,Wide,Bearish,Below CPR,False,False,1.0,20,78021188.46000001,False,False,Lower,True,Risk Off,False,None,8.231428571428571,,,0.40738169617031017,2.112548743403235,False,False,No setup,0.0,None,Week 12 Jan – 16 Jan 2026,Weekly
